parent_clip_id,clip_id,video_id,speaker_id,language,emotion,source_url,start_sec,end_sec,duration_sec,chunk_index,transcription,transcribed,selected,reviewed
p0KLEJxNEjk_16,p0KLEJxNEjk_16_46,p0KLEJxNEjk,p0KLEJxNEjk,hi-IN,Narration,https://www.youtube.com/watch?v=p0KLEJxNEjk,16,46,30,0,मन में यह आए कि यहां यह बात अटक गई यह बात नहीं हुई कोई भी लक्ष्य तुम्हारे जीवन से बड़ा नहीं है सबसे बड़ी चीज तुम्हारी खुद की जिंदगी है सबसे पहली चीज तुम्हारी जिंदगी है मेरे पिताजी भाई साहब एक छोटे से गांव में बहुत गरीब से निम्न मध्यम वर्गीय परिवार में मेरे पिताजी ने जन्म लिया उस गांव के वह पहले ग्रेजुएट पहले पोस्ट ग्रेजुएट पहले पीएचडी पहले प्रोफेसर दसवीं करके वहां बीजी,Y,Y,
p0KLEJxNEjk_16,p0KLEJxNEjk_46_76,p0KLEJxNEjk,p0KLEJxNEjk,hi-IN,Narration,https://www.youtube.com/watch?v=p0KLEJxNEjk,46,76,30,1,"इंस्पेक्टर की नियुक्ति करने वाले लोग आए। एक बीज इंस्पेक्टर तुम तो जानते भी नहीं होगे, एक सीट इंस्पेक्टर होता है गांव में वो सीट की क्वालिटी चेक करता है। लोअर डिवीजन क्लर्क से भी नीचे का काम होता है। वो सबसे मेधावी बच्चे थे। गांव से चार बच्चे सिलेक्ट हुए उनमें से तीन को नौकरी मिल गई और मेरे पिताजी को नहीं मिली। और मेरे पिताजी बड़े परेशान हुए कि बताइए 11वीं में ही कमाने लायक हो जाता। लेकिन फिर वो प्रोफेसर हुए आज हमारा सबसे बड़ा भाई इंजीनियर है, एक वाइस चांसलर है, एक मैं हूं, सब लोग अपनी-अपनी जगहों पर हैं। अगर",Y,Y,
p0KLEJxNEjk_16,p0KLEJxNEjk_76_80,p0KLEJxNEjk,p0KLEJxNEjk,hi-IN,Narration,https://www.youtube.com/watch?v=p0KLEJxNEjk,76,80,4,2,,,,
DFTMNmTJF_A_19,DFTMNmTJF_A_19_49,DFTMNmTJF_A,DFTMNmTJF_A,en-IN,Narration,https://www.youtube.com/watch?v=DFTMNmTJF_A,19,49,30,0,"Fast forward six months, I am woken up by my mother. The police called. They have found a body on the shore with Aditya's phone and wallet. Why is it so cold? Did I leave the AC on? Brother is coming home on Thursday. I have planned the entire weekend. Clue hunt, Imagica, karaoke. Am I awake? Did Ma say something? Police",Y,Y,
DFTMNmTJF_A_19,DFTMNmTJF_A_49_79,DFTMNmTJF_A,DFTMNmTJF_A,en-IN,Narration,https://www.youtube.com/watch?v=DFTMNmTJF_A,49,79,30,1,"body. Aditya. If the specifics matter, he's my cousin, Masi ka beta. But for me, he's always been an annoying git, a royal pain in the ass. Four years senior and a foot taller, he'd always complain. Ashu, you grew shorter, huh? And I'd obviously get annoyed because that's what sisters are supposed to do in the banter. One day when I was eight years old, my brother and I were traveling by bus to",Y,Y,
8VSfKAmPglo_21,8VSfKAmPglo_21_51,8VSfKAmPglo,8VSfKAmPglo,en-IN,Narration,https://www.youtube.com/watch?v=8VSfKAmPglo,21,51,30,0,"17th of July. Similarly, after an event, I headed out with two of my friends. I was going home where there was one guy, one girl, and of course me. So then the girl was like, why don't you both come to our place? We can just chill for a while. And I was like, I need to head really far. I stay at Thane. I need to head really far. So I'm leaving. And the other guy was also like, the girl was fine with it.",Y,Y,
8VSfKAmPglo_21,8VSfKAmPglo_51_81,8VSfKAmPglo,8VSfKAmPglo,en-IN,Narration,https://www.youtube.com/watch?v=8VSfKAmPglo,51,81,30,1,But she just ended it saying that watch it you're missing a chance to chill with two beautiful women and I have a roommate who's a bong and she's pretty hot. So the guy with me was like bro chalte hai bro. Dekhte hai kya hota hai. I was like nahi bro bahut door jaana hai. Then he was like nahi he was sure that he had to go over there at that point of time. So tu wingman ban tu aa ja bas. Okay fine let's go. So around nine nine:30 ish we reached,Y,Y,
8VSfKAmPglo_21,8VSfKAmPglo_81_111,8VSfKAmPglo,8VSfKAmPglo,en-IN,Narration,https://www.youtube.com/watch?v=8VSfKAmPglo,81,111,30,2,"this girl's house. And this guy on the way carried a bottle of wine for that girl, for the Bong girl. And everything was cool, so we went, we settled in the hall of the house. It was small, cute one BHK. We settled over there. So suddenly from the passage, there's a girl coming walking. Short, relatively five'two"" would be her height, dense black hair, very pretty, wearing a tank top and hot pants. She was looking really very pretty.",Y,Y,
8VSfKAmPglo_21,8VSfKAmPglo_111_138,8VSfKAmPglo,8VSfKAmPglo,en-IN,Narration,https://www.youtube.com/watch?v=8VSfKAmPglo,111,138,27,3,"She had four wine glasses in her hand and she poured the wine and all of that and she was passing it on to everybody. Oh, did I tell you that day I was not going to drink because I was not feeling well, but she just gave it to me and I couldn't deny it. The smile was that sweet. So, after a point in time we sat in the bedroom all four of us, we started chatting, getting to know each other, lights got dims, we were playing songs and in due course of time played this song Careless Whisper by George Michael.",Y,Y,
cPtQSTpT7Ug_0,cPtQSTpT7Ug_0_30,cPtQSTpT7Ug,cPtQSTpT7Ug,hi-IN,Happy,https://www.youtube.com/watch?v=cPtQSTpT7Ug,0,30,30,0,मैं आ गई। जल्दी बता अब क्या बताना है। कौन शादी कर रही है? एक मिनट। किसके साथ? वो हलवाई का बेटा कुनाल। एक सेकंड। मुझे पता था तुम्हारा चक्कर चल रहा है। नहीं नहीं ऐसा कुछ नहीं है। वो तो मुझे बस छोड़ दिया था। वो तो मेरे दोस्त है। शट अप!,Y,Y,
cPtQSTpT7Ug_0,cPtQSTpT7Ug_30_60,cPtQSTpT7Ug,cPtQSTpT7Ug,hi-IN,Happy,https://www.youtube.com/watch?v=cPtQSTpT7Ug,30,60,30,1,"शादी कब है? दो हफ्ते में? अरे यार अब तो बहुत काम बाकी है। अब तो शादी के जोड़े लेने हैं, शादी के कपड़े लेने हैं, मिठाई लेनी है, संगीत की प्रैक्टिस करनी है। बहुत खुश हूं मैं, बहुत खुश हूं। कुणाल अच्छा लड़का है। मेरा एक दोस्त है स्कूल का, वो उसका दोस्त है, तो वैसे तो पता कर लूंगी उसके बारे में और बट बहुत खुश हूं।",Y,Y,
cPtQSTpT7Ug_0,cPtQSTpT7Ug_60_69,cPtQSTpT7Ug,cPtQSTpT7Ug,hi-IN,Happy,https://www.youtube.com/watch?v=cPtQSTpT7Ug,60,69,9,2,"मेरे लाडो बड़ी हो गयी। अच्छा चल, चल चल चल जल्दी चल। अभी से तैयारी शुरू करते हैं। लेट्स गो।",Y,Y,
7ku9sZXI5Y0_2,7ku9sZXI5Y0_2_32,7ku9sZXI5Y0,7ku9sZXI5Y0,hi-IN,Happy,https://www.youtube.com/watch?v=7ku9sZXI5Y0,2,32,30,0,"भाई, आज ना बड़ी अजीब सी बात हो गई। सड़क पे कहीं से मोटरसाइकिल आई और मुझे डैश करके चली गई। पीछे भागा तो देखा कौन? मोटरसाइकिल एक लड़की चला रही थी। पर भाई, जैसे ही उसने अपना हेलमेट उतारा ना, मैं देखता ही रहा गया। लड़की नहीं थी वो, रुमानी हवा का झोंका थी। वो झील सी आंखें, गोरा बदल",Y,Y,
7ku9sZXI5Y0_2,7ku9sZXI5Y0_32_62,7ku9sZXI5Y0,7ku9sZXI5Y0,hi-IN,Happy,https://www.youtube.com/watch?v=7ku9sZXI5Y0,32,62,30,1,नाक ना उसकी तीखी सी और दिमाग थोड़ी गरम। उसमें ना कुछ बात थी। मैं तो सोच रहा था कि काश वो मुझे डैश के बजाय ना स्मैश कर जाती। फिर मैं हॉस्पिटल के किसी आईसीयू में भर्ती हो जाता। फिर वो आती। रोज गुलदस्ता लेकर मुझसे कहती चंदन। मैं बोलता हां। वो बोलती चंदन मैं बोलता हां।,Y,Y,
7ku9sZXI5Y0_2,7ku9sZXI5Y0_62_84,7ku9sZXI5Y0,7ku9sZXI5Y0,hi-IN,Happy,https://www.youtube.com/watch?v=7ku9sZXI5Y0,62,84,22,2,"वो बोलती चंदन, तबियत कैसी है? मैं बोलता, आप आते हो ना, तो मैं फिर बीमार हो जाता हूं। अब रोज आइए, मैं यहीं पड़ा रहूंगा, देखता रहूंगा, तुम्हें देखता रहूंगा।",Y,Y,
IdcTI1Tm-Mc_16,IdcTI1Tm-Mc_16_46,IdcTI1Tm-Mc,IdcTI1Tm-Mc,en-IN,Happy,https://www.youtube.com/watch?v=IdcTI1Tm-Mc,16,46,30,0,"Here's a fun fact about me, that I actually have dual personalities. That is when I am in front of my father and spending quality time with him. I'm like this little toddler, very naive and immature daddy's girl. But whenever I do a scene in front of the camera or I'm dancing on a stage performing in front of people, I'm like this very mature girl who's aware of what's happening to her and it's like a completely different personality. So yeah, here's the",Y,Y,
ThFcNv5SEYI_690,ThFcNv5SEYI_690_720,ThFcNv5SEYI,ThFcNv5SEYI,en-IN,Happy,https://www.youtube.com/watch?v=ThFcNv5SEYI,690,720,30,0,"So I was definitely not sure if Mount Pilatus is going to be overhyped or is it actually going to be worth it, coming all the way up here, spending that money, because this is definitely one of the most expensive trains that you know is not covered under the Swiss pass fully. But I have to say, oh my god, it is so beautiful. You can just basically walk around the entire area and choose your own adventure because they have different trails for different fitness.",Y,Y,
ThFcNv5SEYI_690,ThFcNv5SEYI_720_750,ThFcNv5SEYI,ThFcNv5SEYI,en-IN,Happy,https://www.youtube.com/watch?v=ThFcNv5SEYI,720,750,30,1,"these levels, like the one that we're doing right now is just like a loop around the mountain, and this is pretty much straight, but you have incredible views, like you can see literally six, seven lakes from different angles, and it's just so, so, so beautiful. And if you want to do something more challenging, you can go towards the other side and just hike down to one of these chapels, which also look mind blowing. So, you know, depends if you want to do something easy, you do that, if you want to do something harder, but what",Y,Y,
aXMYzuocY48_231,aXMYzuocY48_231_261,aXMYzuocY48,aXMYzuocY48,en-IN,Happy,https://www.youtube.com/watch?v=aXMYzuocY48,231,261,30,0,"in Kasol is to do something that is a little offbeat and we're going to a location that Sahil is very kindly taking us. Sahil say hi. Sahil is goes by the name of Peace or Parvat on Instagram, Pap and on YouTube also. And on YouTube as well. So you guys need to definitely follow him on Instagram and YouTube and he's taking us to the spot which has lagoons apparently. Also this is my first time coming to Kasol. I've never been here before because there was always this negative connotation attached to it, you know. So I thought",Y,Y,
aXMYzuocY48_231,aXMYzuocY48_261_280,aXMYzuocY48,aXMYzuocY48,en-IN,Happy,https://www.youtube.com/watch?v=aXMYzuocY48,261,280,19,1,"Why not give it a shot this time? And so far, I've actually liked it. It's got a very unique vibe. The street shopping was really cool. They have so many cool things that I've never seen. And the food was yum. And the property that we are staying at is great. And now I think the hike that we're doing, I mean it's not a hike, it's just a small...",Y,Y,
aXMYzuocY48_843,aXMYzuocY48_843_873,aXMYzuocY48,aXMYzuocY48,en-IN,Happy,https://www.youtube.com/watch?v=aXMYzuocY48,843,873,30,0,"This is one of India's first hem based cafes here. And more than that, I mean, a lot of us don't even know that the nutritional values of hem. And you guys should definitely come here, try this out, eat the food here, it's so good. But more than anything, the view is incredible. And there's the gushing river right next to it. So, you know, there's music, there's the sound of the river, there's beautiful lighting. What else do you need? Good food, which they have. And they've also got a really",Y,Y,
aXMYzuocY48_843,aXMYzuocY48_873_890,aXMYzuocY48,aXMYzuocY48,en-IN,Happy,https://www.youtube.com/watch?v=aXMYzuocY48,873,890,17,1,nice coffee shop where I would definitely recommend trying the cold coffee. I love the iced Americano as well and their KitKat shake was yummy too. Also the paneer steak and I've heard from my friends that the chicken steak is good too. So give it a shot. It's called off limit.,Y,,
2EBKnxPgKzA_30,2EBKnxPgKzA_30_60,2EBKnxPgKzA,2EBKnxPgKzA,en-IN,Instruction,https://www.youtube.com/watch?v=2EBKnxPgKzA,30,60,30,0,"making the same egg fry, but we will add a little bit of caramelized onions to it. So let's check out the ingredients. Now for this, I'm going to use two eggs, some sliced onions, finely chopped green chilies, and grated cheese to garnish. Let's start with taking a pan and adding a generous amount of butter.",Y,Y,
2EBKnxPgKzA_30,2EBKnxPgKzA_60_90,2EBKnxPgKzA,2EBKnxPgKzA,en-IN,Instruction,https://www.youtube.com/watch?v=2EBKnxPgKzA,60,90,30,1,"Keep low to medium heat, we don't want the butter to burn. Once the butter starts melting, just add the green chilies. And as the green chilies sizzle,",Y,Y,
2EBKnxPgKzA_30,2EBKnxPgKzA_90_120,2EBKnxPgKzA,2EBKnxPgKzA,en-IN,Instruction,https://www.youtube.com/watch?v=2EBKnxPgKzA,90,120,30,2,"Just add the sliced onions. Mix the sliced onions in the butter and let them caramelize. Some of us like the onions to be a little crunchy, so you don't have to caramelize fully in that case, but it depends on your liking. Some of us like the onions to be cooked completely, so you can",Y,Y,
t4b7mOdZaUI_170,t4b7mOdZaUI_170_200,t4b7mOdZaUI,t4b7mOdZaUI,en-IN,Instruction,https://www.youtube.com/watch?v=t4b7mOdZaUI,170,200,30,0,"for the number. So now let we move on to the first method that is a traditional method. So traditional method how to find an LCM for the number that is eight, 12, six, four. So usually the traditional method is very simple but it's lengthy process. See, what we need to find is least common multiple. So in the word itself we have a clue least common multiples, right? We have to see all the multiples of the numbers. Just see what the number they have given.",Y,Y,
t4b7mOdZaUI_170,t4b7mOdZaUI_200_230,t4b7mOdZaUI,t4b7mOdZaUI,en-IN,Instruction,https://www.youtube.com/watch?v=t4b7mOdZaUI,200,230,30,1,"minus eight, 12, six and four. Just write down all the multiples of the numbers. eight ones are eight, eight twos are 16, eight threes are 24, got it? 32, it goes on. Got it or not, right? Got the logic. We are writing a multiples. one eights are eight, eight twos are 16, eight threes are 24, eight fours are 32, 30 it goes on, right? 38 etcetera. So similarly write the multiples for 12. So one twelves are 12, two twelves are 24.",Y,Y,
t4b7mOdZaUI_170,t4b7mOdZaUI_230_260,t4b7mOdZaUI,t4b7mOdZaUI,en-IN,Instruction,https://www.youtube.com/watch?v=t4b7mOdZaUI,230,260,30,2,"three 12s are 36. four 12s are 48. So similarly it goes on. Right? one six are six, six 2s are 12, six 3s are 18, six 4s are 24, six 5s are 30, 36 it goes on. Similarly four. one 4s are four, two 4s are eight, three 4s are 12, four 4s are 16, five 4s are 20, six 4s are 24, 28, 32, similarly it goes on. This is called as a multiples, multiples of the number. So what we need to find here?",Y,Y,
QZ_iqa05ojQ_0,QZ_iqa05ojQ_0_30,QZ_iqa05ojQ,QZ_iqa05ojQ,hi-IN,Instruction,https://www.youtube.com/shorts/QZ_iqa05ojQ,0,30,30,0,"हेलो गाइस, आज बनाएंगे पनीर मसाला। इसके लिए पैन में डाला है तेल, पनीर को डालकर इसे गोल्डन होने तक फ्राई कर निकाल लेंगे। फिर इसमें डालेंगे तेल और घी, साथ ही खरे मसाले डालेंगे। इसके बाद बारीक कटे प्याज को डालकर इसे गोल्डन होने तक भून लें। इसमें डालेंगे एक चम्मच जिंजर गार्लिक पेस्ट और इसे एक से दो मिनट तक पका लेंगे। इसमें डालेंगे क्रश किए हुए टमाटर और नमक, इसे पकने देंगे। मसाले के लिए हमने लिया है दही, लाल मिर्च पाउडर।",Y,Y,
QZ_iqa05ojQ_0,QZ_iqa05ojQ_30_54,QZ_iqa05ojQ,QZ_iqa05ojQ,hi-IN,Instruction,https://www.youtube.com/shorts/QZ_iqa05ojQ,30,54,24,1,"हल्दी पाउडर, जीरा पाउडर, धनिया पाउडर, इसे अच्छी तरह फेंट लेंगे। मसालों को डालकर इसे मिक्स कर three मिनट तक पका लें। इसमें डालेंगे पानी, कसूरी मेथी, गरम मसाला, इसे मिक्स कर two मिनट तक पका लें। इसमें डालेंगे फ्राई किए हुए पनीर और five मिनट तक पका लेंगे। इसके बाद यहां डालेंगे हरी मिर्च और धनिया पत्ता और गैस का फ्लेम ऑफ कर दें और सर्व करें। वीडियो अच्छी लगी हो तो लाइक",Y,Y,
5V7m5yCaqt0_20,5V7m5yCaqt0_20_50,5V7m5yCaqt0,5V7m5yCaqt0,hi-IN,Instruction,https://www.youtube.com/watch?v=5V7m5yCaqt0,20,50,30,0,ये पहली ट्रिक को शुरू करते हैं। जब घर में कुछ रिच सब्जी बनानी होती है रेस्टोरेंट ढाबे स्टाइल तो हमें दो चम्मच क्रीम चाहिए होती है। ऐसे में हम डब्बा खोलते हैं तो बहुत सारा नुकसान करते हैं क्योंकि बाकी की क्रीम हमें यूज नहीं होती है। अब ये फ्रेश क्रीम लाएं कहां से? तो चलिए आज दूध से ही बनाएंगे फ्रेश क्रीम। घर में आता है ना हमारे यहां फुल फैट वाला दूध उसको आप रख दीजिए एक बर्तन में रखकर फ्रिज में रख दीजिए। कच्चे दूध को ही रखना है उबालना नहीं है। अब इस कच्चे दूध को जब,Y,Y,
5V7m5yCaqt0_20,5V7m5yCaqt0_50_80,5V7m5yCaqt0,5V7m5yCaqt0,hi-IN,Instruction,https://www.youtube.com/watch?v=5V7m5yCaqt0,50,80,30,1,निकालेंगे eight-ten घंटे बाद तो बढ़िया सी लेयर जम जाएगी इस फ्रेश क्रीम की। इस क्रीम को इस तरीके से धीरे-धीरे निकाल लीजिए। लीजिए आपका काम हो गया है। बाकी का दूध जो बचा है उसे उबाल कर आप यूज में ले लीजिए। अब चलते हैं एक दूसरी ट्रिक को देखने। मेरे कई व्यूअर्स कहते हैं कि मलाई कैसे जमती है हमारे दूध में तो जमती ही नहीं है। तो मलाई जमाने का यह तरीका बहुत ही परफेक्ट है। तो चलिए छोटी सी ट्रिक है उसे फॉलो करेंगे आपको रोज 30,Y,Y,
5V7m5yCaqt0_20,5V7m5yCaqt0_80_110,5V7m5yCaqt0,5V7m5yCaqt0,hi-IN,Instruction,https://www.youtube.com/watch?v=5V7m5yCaqt0,80,110,30,2,"दिन आपको मलाई मिलेगी। जैसे ही घर में दूध आता है ना, उसे उबाल लीजिए। कुछ नहीं डालना है, बस उबाल लीजिए। उबाल के छन्नी रखकर ठंडा करके फ्रिज में रख दीजिए। 24 घंटे बाद नेक्स्ट डे निकालिए। नेक्स्ट डे निकालेंगे ना, इतनी बढ़िया मलाई निकलेगी। अब आपको यह दूध यूज करना है। बस one किलो दूध आप पहले ले लीजिए एक दिन, तो आपको 30 दिन मलाई मिलेगी इस तरीके से। अब चलते हैं एक तीसरी ट्रिक देखने। जैसे कि दही का एक बहुत बड़ा टास्क होता है सर्दियों में।",Y,Y,
5V7m5yCaqt0_20,5V7m5yCaqt0_110_140,5V7m5yCaqt0,5V7m5yCaqt0,hi-IN,Instruction,https://www.youtube.com/watch?v=5V7m5yCaqt0,110,140,30,3,"एक तरीके से जमाने का। छोटी सी ट्रिक को फॉलो करेंगे और दही को परफेक्ट जमाएंगे कुकर के अंदर। तो दही परफेक्ट जमे इसके लिए आपको रखना है गैस पे दूध। दूध को इतना गरम करें कि आप फिंगर डालें आप उसे सह सकें। बस, ये टेंपरेचर सही है। अब इसमें डाल दीजिए खट्टा जिसको आप जामुन भी कहते हो, खट्टा भी कहते हो, पुराना दही भी कहते हो। बस, एक चम्मच भर के डाल दीजिए। अब अच्छे से मिक्स कीजिए उस दही को। उसके बाद आप डाल दीजिए",Y,Y,
UfJgocCxn4I_0,UfJgocCxn4I_0_30,UfJgocCxn4I,UfJgocCxn4I,en-IN,News,https://www.youtube.com/watch?v=UfJgocCxn4I,0,30,30,0,"India and Mongolia share a strategic partnership anchored in shared Buddhist heritage and democratic values. Established in 1955, relations between New Delhi and Ulaanbaatar encompass major defense collaborations, capacity building programs, and India's vital assistance in constructing Mongolia's first oil refinery in the city of Shenshand. A project now valued at one.seven billion dollars to support Mongolia's energy independence, Tanvi Taneja reports from",Y,Y,
UfJgocCxn4I_35,UfJgocCxn4I_35_65,UfJgocCxn4I,UfJgocCxn4I,en-IN,News,https://www.youtube.com/watch?v=UfJgocCxn4I,35,65,30,0,"India is the land of Gautam Buddha and the revered Lamas. Their ancient wisdom and peace have been passed on to posterity for generations. For centuries, Buddhist teachings that originated in India have shaped Mongolia's spiritual and cultural traditions. In modern times, Buddhism has been promoted by cultural and literary contacts between the people of both countries. As developing nations with strong growth potential and rising aspirations, Mongolia and India place their peace",Y,Y,
UfJgocCxn4I_35,UfJgocCxn4I_65_95,UfJgocCxn4I,UfJgocCxn4I,en-IN,News,https://www.youtube.com/watch?v=UfJgocCxn4I,65,95,30,1,"people-centric development partnership at the core of their bilateral engagement. More recently, New Delhi and Ulaanbaatar have collaborated on quick impact projects through which India funded initiatives will contribute to grassroots development, strengthen energy infrastructure and support Mongolia's regional development goals in the years to come. The Mongol oil refinery project being implemented with the support of the line of credit extended by the government of India, stands as a flagship initiative and a vital component of Mongolia's sustainable",Y,Y,
UfJgocCxn4I_35,UfJgocCxn4I_95_115,UfJgocCxn4I,UfJgocCxn4I,en-IN,News,https://www.youtube.com/watch?v=UfJgocCxn4I,95,115,20,2,"energy strategy. DD India team traveled to the construction site of the country's first large scale oil refinery being built in Sanxiong Deren Dornagobi province with the help of Indian assistance. According to project officials, more than 3000 Indian workers, over 250 Nepali workers and more than 100 Mongolian employees",Y,Y,
9cgIvP-ioEs_0,9cgIvP-ioEs_0_30,9cgIvP-ioEs,9cgIvP-ioEs,en-IN,News,https://www.youtube.com/watch?v=9cgIvP-ioEs,0,30,30,0,"If cancer has touched your life or the life of someone you love, this next report is for you. What I'm about to say is not science fiction, it's happening right now. A vaccine is now available for people with advanced lung cancer. There's also a vaccine for treating ovarian, liver, colorectal, and kidney cancers.",Y,Y,
9cgIvP-ioEs_0,9cgIvP-ioEs_30_60,9cgIvP-ioEs,9cgIvP-ioEs,en-IN,News,https://www.youtube.com/watch?v=9cgIvP-ioEs,30,60,30,1,"Together these two vaccines are turning heads worldwide and rapidly rewriting the rules of oncology, transforming cancer into a chronic manageable disease much like diabetes rather than a rapid killer. But the key to this medical future didn't come from a multi-billion dollar pharmaceutical company in New York, Zurich, or London. It came from a small island.",Y,Y,
Ke2nIAzb1f8_0,Ke2nIAzb1f8_0_30,Ke2nIAzb1f8,Ke2nIAzb1f8,hi-IN,News,https://www.youtube.com/watch?v=Ke2nIAzb1f8,0,30,30,0,"प्रधानमंत्री नरेंद्र मोदी ने नॉर्वे शतरंज टूर्नामेंट जीतने के लिए भारतीय ग्रैंड मास्टर आर प्रग्नानंदा को बधाई दी है। प्रधानमंत्री ने एक्स पर लिखा, इस अद्भुत उपलब्धि के लिए प्रग्नानंदा को बधाई। यह वास्तव में एक अविश्वसनीय मील का पत्थर है जो उनके लगातार उत्कृष्ट प्रदर्शन को दर्शाता है। मैं उन्हें भविष्य के प्रयासों के लिए शुभकामनाएं देता हूं।",Y,Y,
Ke2nIAzb1f8_0,Ke2nIAzb1f8_30_47,Ke2nIAzb1f8,Ke2nIAzb1f8,hi-IN,News,https://www.youtube.com/watch?v=Ke2nIAzb1f8,30,47,17,1,विदेश मंत्री डॉक्टर एस जयशंकर ने भारतीय शतरंज स्टार प्रग्नानंदा को नॉर्वे शतरंज चैंपियनशिप में जीत की बधाई दी है। डॉक्टर एस जयशंकर ने एक्स पर पोस्ट में लिखा कि प्रग्नानंदा द्वारा नॉर्वे शतरंज चैंपियनशिप जीतना एक असाधारण उपलब्धि है। आपकी इस सफलता ने भारत को,Y,Y,
V4S-Gx7-2Rw_0,V4S-Gx7-2Rw_0_30,V4S-Gx7-2Rw,V4S-Gx7-2Rw,hi-IN,News,https://www.youtube.com/watch?v=V4S-Gx7-2Rw,0,30,30,0,और अब बात उस बड़ी कामयाबी की जिसने भारत की ऊर्जा ताकत को नई उड़ान दी है। समंदर की गहराइयों से निकला है ऐसा खजाना जो आने वाले वक्त में भारत की तस्वीर बदल सकता है। अंडमान के समुद्री इलाके में प्राकृतिक गैस का बड़ा भंडार मिला है और यह सिर्फ एक खोज नहीं बल्कि आत्मनिर्भर भारत के मिशन में बड़ी जीत मानी जा रही है। इसके जरिए भारत अब ऊर्जा के मामले में सिर्फ उपभोक्ता नहीं बल्कि भविष्य का मजबूत खिलाड़ी बनने की तरफ अग्रसर है और इसकी जानकारी खुद केंद्रीय पेट्रोलियम मंत्री।,Y,Y,
V4S-Gx7-2Rw_0,V4S-Gx7-2Rw_30_49,V4S-Gx7-2Rw,V4S-Gx7-2Rw,hi-IN,News,https://www.youtube.com/watch?v=V4S-Gx7-2Rw,30,49,19,1,हरदीप सिंह पुरी ने दी। उन्होंने कहा कि आने वाले समय में देश की ऊर्जा सुरक्षा और मजबूत होगी। यह खोज ऑइल इंडिया लिमिटेड द्वारा अंडमान द्वीप समूह के पूर्वी तट से लगभग 15 किलोमीटर दूर स्थित श्री विजयपुरम three नामक खोजी कुएं में की गई।,Y,Y,
VToeswmiTRY_0,VToeswmiTRY_0_30,VToeswmiTRY,VToeswmiTRY,hi-IN,News,https://www.youtube.com/watch?v=VToeswmiTRY,0,30,30,0,तो सबसे पहले बात करेंगे देश की बढ़ती और सुदृढ़ होती अर्थव्यवस्था की और उस पर किस तरह से मंथन किया जा रहा है कि इसको और बेहतर बनाया जाए। दुनिया भर के बाजारों और आर्थिक हालात में काफी उतार-चढ़ाव चल रहा है इससे आप वाकिफ होंगे। इसके बावजूद भारत अपनी तरक्की की रफ्तार को कम नहीं होने देना चाहता। इस मकसद के लिए प्रधानमंत्री नरेंद्र मोदी ने शनिवार को प्रधानमंत्री की आर्थिक सलाहकार परिषद की बैठक बुलाई और इसकी अध्यक्षता की। इस बैठक का मकसद वैष्णव,Y,Y,
VToeswmiTRY_0,VToeswmiTRY_30_39,VToeswmiTRY,VToeswmiTRY,hi-IN,News,https://www.youtube.com/watch?v=VToeswmiTRY,30,39,9,1,अनिश्चितताओं और भू राजनैतिक चुनौतियों के बीच भारत की आर्थिक वृद्धि को बनाए रखने की रणनीतियों की समीक्षा करना था। देखिए यह रिपोर्ट।,Y,Y,
